"Geography","county","state","total_pop","proportion_white","proportion_black","proportion_indigenous","proportion_asian","proportion_pacific","proportion_other","proportion_multiracial","proportion_hispanic_latino","median_income","proportion_hs_degree_over_25","proportion_bachelors_degree_over_25"
"0500000US48001","Anderson","TX",58077,0.637,0.193,0.008,0.007,0.001,0.031,0.124,0.183,57445,0.848,0.131
"0500000US48003","Andrews","TX",18362,0.68,0.023,0,0.005,0,0.117,0.175,0.579,86458,0.738,0.197
"0500000US48005","Angelina","TX",86608,0.705,0.126,0.009,0.01,0,0.028,0.122,0.23,57055,0.84,0.186
"0500000US48007","Aransas","TX",24048,0.811,0.008,0.013,0.017,0,0.032,0.118,0.289,58168,0.886,0.242
"0500000US48009","Archer","TX",8649,0.92,0.006,0.01,0.002,0,0.011,0.052,0.086,69954,0.912,0.252
"0500000US48011","Armstrong","TX",1912,0.913,0.008,0.011,0.001,0,0.017,0.05,0.094,70417,0.928,0.259
"0500000US48013","Atascosa","TX",49403,0.641,0.01,0.002,0.005,0,0.067,0.275,0.657,67442,0.806,0.145
"0500000US48015","Austin","TX",30406,0.729,0.09,0.003,0.005,0,0.117,0.057,0.282,73556,0.879,0.241
"0500000US48017","Bailey","TX",6902,0.797,0.005,0.01,0.013,0,0.13,0.045,0.679,69830,0.732,0.153
"0500000US48019","Bandera","TX",21182,0.802,0.01,0.007,0.005,0,0.043,0.133,0.205,70965,0.92,0.273
"0500000US48021","Bastrop","TX",98435,0.605,0.064,0.01,0.007,0,0.172,0.143,0.412,80151,0.831,0.23
"0500000US48023","Baylor","TX",3475,0.884,0.015,0.002,0,0.011,0.016,0.073,0.112,52716,0.87,0.233
"0500000US48025","Bee","TX",30977,0.65,0.065,0.005,0.006,0,0.06,0.214,0.598,50283,0.802,0.115
"0500000US48027","Bell","TX",372821,0.545,0.239,0.006,0.029,0.007,0.055,0.12,0.262,62858,0.908,0.268
"0500000US48029","Bexar","TX",2014059,0.571,0.076,0.009,0.031,0.001,0.088,0.224,0.61,67275,0.859,0.304
"0500000US48031","Blanco","TX",11608,0.808,0.002,0.004,0.008,0.005,0.063,0.109,0.2,79717,0.903,0.306
"0500000US48033","Borden","TX",686,0.876,0.015,0,0,0,0.012,0.098,0.076,80625,0.945,0.394
"0500000US48035","Bosque","TX",18404,0.826,0.02,0.003,0.007,0,0.039,0.105,0.196,63868,0.877,0.19
"0500000US48037","Bowie","TX",92747,0.668,0.253,0.005,0.013,0.001,0.023,0.037,0.081,56628,0.9,0.223
"0500000US48039","Brazoria","TX",374600,0.584,0.152,0.005,0.071,0,0.055,0.132,0.319,91972,0.888,0.314
"0500000US48041","Brazos","TX",234548,0.703,0.109,0.004,0.059,0.001,0.034,0.09,0.263,57562,0.893,0.432
"0500000US48043","Brewster","TX",9454,0.793,0.003,0.003,0.014,0,0.058,0.128,0.455,47747,0.889,0.477
"0500000US48045","Briscoe","TX",1290,0.809,0.042,0,0,0,0.043,0.106,0.352,35446,0.846,0.157
"0500000US48047","Brooks","TX",7059,0.606,0.006,0,0,0.001,0.1,0.286,0.894,30566,0.701,0.191
"0500000US48049","Brown","TX",38159,0.813,0.035,0.003,0.004,0,0.022,0.123,0.233,53792,0.874,0.199
"0500000US48051","Burleson","TX",17958,0.739,0.121,0.006,0.007,0,0.03,0.097,0.216,71745,0.837,0.225
"0500000US48053","Burnet","TX",49684,0.822,0.013,0.003,0.005,0.001,0.057,0.098,0.227,71482,0.884,0.281
"0500000US48055","Caldwell","TX",46141,0.651,0.046,0.007,0.007,0,0.079,0.21,0.551,66779,0.803,0.167
"0500000US48057","Calhoun","TX",20127,0.699,0.029,0.003,0.042,0,0.044,0.184,0.5,62267,0.843,0.162
"0500000US48059","Callahan","TX",13869,0.884,0.012,0,0.009,0.002,0.014,0.079,0.107,63906,0.921,0.229
"0500000US48061","Cameron","TX",421854,0.628,0.007,0.003,0.007,0.001,0.067,0.289,0.9,47435,0.709,0.195
"0500000US48063","Camp","TX",12543,0.653,0.15,0,0.007,0,0.093,0.096,0.268,53968,0.872,0.207
"0500000US48065","Carson","TX",5801,0.911,0.012,0.026,0.001,0.005,0.023,0.022,0.106,83199,0.924,0.252
"0500000US48067","Cass","TX",28637,0.778,0.151,0.005,0.026,0,0.006,0.035,0.053,54303,0.876,0.172
"0500000US48069","Castro","TX",7381,0.664,0.014,0.005,0.007,0,0.065,0.244,0.654,59886,0.752,0.195
"0500000US48071","Chambers","TX",47037,0.75,0.071,0.001,0.014,0,0.084,0.081,0.252,106103,0.892,0.228
"0500000US48073","Cherokee","TX",50824,0.702,0.131,0.013,0.005,0.001,0.044,0.104,0.243,56971,0.789,0.162
"0500000US48075","Childress","TX",6781,0.707,0.07,0.001,0.001,0,0.055,0.165,0.374,56063,0.82,0.146
"0500000US48077","Clay","TX",10290,0.919,0.003,0.012,0.009,0.001,0.003,0.053,0.071,75227,0.929,0.232
"0500000US48079","Cochran","TX",2529,0.578,0.068,0.002,0.001,0,0.068,0.283,0.609,41597,0.694,0.085
"0500000US48081","Coke","TX",3305,0.863,0.017,0.004,0.002,0,0.03,0.085,0.231,40230,0.86,0.195
"0500000US48083","Coleman","TX",7808,0.808,0.032,0.007,0.012,0.001,0.051,0.089,0.183,51034,0.882,0.207
"0500000US48085","Collin","TX",1079153,0.599,0.105,0.004,0.17,0.001,0.032,0.09,0.156,113255,0.944,0.543
"0500000US48087","Collingsworth","TX",2865,0.698,0.075,0.02,0,0.008,0.044,0.156,0.293,52045,0.778,0.252
"0500000US48089","Colorado","TX",20582,0.679,0.121,0.004,0.003,0,0.13,0.062,0.314,63352,0.844,0.222
"0500000US48091","Comal","TX",165201,0.795,0.023,0.003,0.013,0,0.039,0.127,0.286,93744,0.936,0.405
"0500000US48093","Comanche","TX",13651,0.747,0.004,0.011,0.005,0,0.026,0.207,0.292,57383,0.846,0.189
"0500000US48095","Concho","TX",3235,0.758,0.042,0.001,0.009,0,0.027,0.164,0.388,55750,0.749,0.116
"0500000US48097","Cooke","TX",41860,0.832,0.032,0.006,0.009,0,0.022,0.099,0.19,66374,0.888,0.233
"0500000US48099","Coryell","TX",82927,0.641,0.136,0.005,0.021,0.008,0.031,0.157,0.196,63281,0.9,0.173
"0500000US48101","Cottle","TX",1647,0.745,0.066,0,0,0,0.018,0.171,0.236,47625,0.819,0.183
"0500000US48103","Crane","TX",4636,0.404,0.024,0.002,0.025,0.001,0.435,0.11,0.659,71364,0.75,0.157
"0500000US48105","Crockett","TX",2949,0.423,0.004,0,0,0,0.439,0.134,0.586,64103,0.719,0.156
"0500000US48107","Crosby","TX",5157,0.735,0.03,0,0.007,0.004,0.121,0.104,0.568,50268,0.778,0.14
"0500000US48109","Culberson","TX",2181,0.452,0.002,0.061,0.01,0,0.108,0.368,0.813,35924,0.764,0.105
"0500000US48111","Dallam","TX",7165,0.731,0.001,0.023,0,0,0.101,0.145,0.479,71969,0.78,0.143
"0500000US48113","Dallas","TX",2604053,0.464,0.225,0.006,0.067,0,0.105,0.132,0.41,70732,0.811,0.339
"0500000US48115","Dawson","TX",12342,0.604,0.081,0.005,0.002,0,0.129,0.18,0.586,45268,0.702,0.135
"0500000US48117","Deaf Smith","TX",18585,0.621,0.014,0.005,0.005,0,0.094,0.261,0.754,51942,0.722,0.118
"0500000US48119","Delta","TX",5278,0.828,0.088,0,0.004,0,0.012,0.069,0.095,68491,0.892,0.215
"0500000US48121","Denton","TX",914870,0.647,0.104,0.006,0.099,0.001,0.038,0.106,0.198,104180,0.933,0.479
"0500000US48123","DeWitt","TX",19826,0.607,0.078,0.008,0.004,0,0.231,0.072,0.364,61100,0.841,0.141
"0500000US48125","Dickens","TX",1570,0.812,0.019,0.003,0.004,0.003,0.111,0.047,0.382,46638,0.855,0.202
"0500000US48127","Dimmit","TX",8672,0.447,0.006,0.003,0.009,0,0.096,0.439,0.88,27374,0.728,0.146
"0500000US48129","Donley","TX",3298,0.838,0.066,0.002,0.023,0,0.046,0.025,0.125,51711,0.845,0.135
"0500000US48131","Duval","TX",9960,0.747,0.009,0.005,0,0,0.008,0.231,0.887,50697,0.734,0.078
"0500000US48133","Eastland","TX",17812,0.862,0.024,0.007,0.004,0,0.01,0.093,0.173,52902,0.854,0.229
"0500000US48135","Ector","TX",162300,0.602,0.05,0.008,0.012,0.001,0.182,0.146,0.636,70566,0.768,0.166
"0500000US48137","Edwards","TX",1380,0.888,0.01,0.001,0,0,0.09,0.01,0.495,40809,0.744,0.19
"0500000US48139","Ellis","TX",195509,0.694,0.126,0.008,0.007,0.001,0.059,0.105,0.275,93248,0.883,0.279
"0500000US48141","El Paso","TX",863832,0.496,0.032,0.007,0.013,0.002,0.152,0.298,0.829,55417,0.8,0.25
"0500000US48143","Erath","TX",42788,0.822,0.014,0.007,0.01,0.002,0.069,0.077,0.218,59654,0.871,0.324
"0500000US48145","Falls","TX",17013,0.57,0.206,0.005,0.075,0,0.031,0.112,0.248,45172,0.825,0.135
"0500000US48147","Fannin","TX",36052,0.856,0.06,0.004,0.004,0.001,0.018,0.057,0.126,65835,0.857,0.206
"0500000US48149","Fayette","TX",24564,0.829,0.06,0.003,0.004,0,0.044,0.061,0.22,72881,0.899,0.241
"0500000US48151","Fisher","TX",3680,0.739,0.031,0.005,0.002,0,0.053,0.17,0.328,60461,0.862,0.199
"0500000US48153","Floyd","TX",5386,0.786,0.055,0.001,0.003,0,0.06,0.095,0.593,49321,0.712,0.16
"0500000US48155","Foard","TX",1075,0.738,0.003,0.005,0.002,0,0.037,0.216,0.136,41944,0.804,0.16
"0500000US48157","Fort Bend","TX",832607,0.409,0.203,0.003,0.214,0,0.059,0.111,0.251,109987,0.915,0.486
"0500000US48159","Franklin","TX",10445,0.79,0.045,0.001,0.002,0,0.038,0.124,0.155,67915,0.915,0.307
"0500000US48161","Freestone","TX",19599,0.706,0.15,0.002,0.003,0,0.027,0.111,0.168,55902,0.85,0.174
"0500000US48163","Frio","TX",18151,0.643,0.043,0.003,0.006,0,0.056,0.248,0.794,56042,0.7,0.085
"0500000US48165","Gaines","TX",21523,0.79,0.018,0.005,0.009,0,0.045,0.134,0.426,73299,0.604,0.104
"0500000US48167","Galveston","TX",350801,0.68,0.123,0.003,0.034,0.002,0.038,0.12,0.259,83913,0.897,0.338
"0500000US48169","Garza","TX",5735,0.702,0.094,0.006,0.012,0,0.059,0.127,0.468,56215,0.7,0.133
"0500000US48171","Gillespie","TX",26953,0.855,0.002,0.014,0.003,0,0.059,0.067,0.244,70162,0.887,0.352
"0500000US48173","Glasscock","TX",1068,0.686,0,0,0,0,0.051,0.263,0.313,112188,0.861,0.378
"0500000US48175","Goliad","TX",7092,0.782,0.053,0.003,0.001,0,0.034,0.126,0.359,58125,0.845,0.178
"0500000US48177","Gonzales","TX",19736,0.701,0.063,0.002,0.008,0.002,0.086,0.138,0.522,64255,0.774,0.131
"0500000US48179","Gray","TX",21272,0.776,0.047,0.013,0.012,0.001,0.082,0.068,0.304,54563,0.816,0.16
"0500000US48181","Grayson","TX",137008,0.813,0.055,0.006,0.015,0.001,0.026,0.084,0.146,66608,0.904,0.228
"0500000US48183","Gregg","TX",124245,0.643,0.195,0.002,0.011,0.001,0.018,0.13,0.196,63811,0.864,0.224
"0500000US48185","Grimes","TX",29442,0.692,0.119,0.007,0.004,0.001,0.049,0.128,0.248,63484,0.808,0.194
"0500000US48187","Guadalupe","TX",173828,0.656,0.085,0.004,0.017,0,0.062,0.176,0.39,88111,0.891,0.295
"0500000US48189","Hale","TX",32525,0.68,0.041,0.007,0.006,0.001,0.102,0.162,0.616,50721,0.748,0.148
"0500000US48191","Hall","TX",2847,0.684,0.065,0.004,0.004,0,0.079,0.163,0.352,43873,0.818,0.182
"0500000US48193","Hamilton","TX",8244,0.877,0.009,0.002,0,0.001,0.016,0.094,0.141,54890,0.893,0.251
"0500000US48195","Hansford","TX",5270,0.784,0.002,0.005,0.001,0,0.031,0.177,0.49,62350,0.722,0.296
"0500000US48197","Hardeman","TX",3541,0.805,0.033,0.006,0.012,0,0.035,0.108,0.286,60455,0.85,0.174
"0500000US48199","Hardin","TX",56576,0.87,0.062,0.002,0.005,0,0.013,0.049,0.065,70164,0.889,0.185
"0500000US48201","Harris","TX",4726177,0.46,0.189,0.007,0.071,0.001,0.12,0.152,0.439,70789,0.821,0.332
"0500000US48203","Harrison","TX",69098,0.67,0.206,0.004,0.006,0,0.035,0.079,0.139,63427,0.893,0.222
"0500000US48205","Hartley","TX",5369,0.749,0.074,0.009,0.003,0,0.036,0.13,0.272,78065,0.842,0.253
"0500000US48207","Haskell","TX",5408,0.803,0.06,0.002,0.001,0,0.062,0.072,0.286,52786,0.795,0.202
"0500000US48209","Hays","TX",245351,0.708,0.039,0.007,0.017,0.001,0.048,0.18,0.403,79990,0.909,0.404
"0500000US48211","Hemphill","TX",3371,0.786,0.018,0.005,0,0,0.101,0.091,0.356,67798,0.886,0.233
"0500000US48213","Henderson","TX",82627,0.829,0.056,0.004,0.007,0,0.016,0.088,0.14,59778,0.867,0.191
"0500000US48215","Hidalgo","TX",873167,0.51,0.006,0.003,0.009,0,0.108,0.364,0.925,49371,0.686,0.201
"0500000US48217","Hill","TX",36138,0.798,0.063,0.007,0.008,0,0.069,0.056,0.219,60669,0.856,0.175
"0500000US48219","Hockley","TX",21495,0.699,0.029,0.005,0.004,0,0.076,0.186,0.502,53283,0.795,0.172
"0500000US48221","Hood","TX",62459,0.89,0.01,0.005,0.009,0,0.014,0.072,0.131,80013,0.924,0.317
"0500000US48223","Hopkins","TX",37008,0.813,0.073,0.005,0.008,0.001,0.043,0.057,0.178,63766,0.849,0.216
"0500000US48225","Houston","TX",22107,0.656,0.243,0.008,0.003,0,0.029,0.06,0.123,51043,0.824,0.148
"0500000US48227","Howard","TX",34488,0.739,0.059,0.007,0.012,0,0.075,0.108,0.446,67243,0.81,0.138
"0500000US48229","Hudspeth","TX",3329,0.371,0.007,0.006,0.01,0,0.152,0.453,0.796,35163,0.549,0.103
"0500000US48231","Hunt","TX",101596,0.765,0.078,0.007,0.012,0,0.061,0.076,0.186,66885,0.877,0.213
"0500000US48233","Hutchinson","TX",20595,0.778,0.023,0.015,0.006,0.003,0.048,0.125,0.245,62211,0.859,0.156
"0500000US48235","Irion","TX",1561,0.732,0,0,0,0,0.236,0.032,0.277,54708,0.888,0.184
"0500000US48237","Jack","TX",8588,0.893,0.039,0,0.007,0,0.017,0.044,0.179,58861,0.796,0.155
"0500000US48239","Jackson","TX",15010,0.768,0.059,0.002,0.006,0,0.066,0.099,0.338,67176,0.806,0.13
"0500000US48241","Jasper","TX",33032,0.749,0.152,0.002,0.004,0,0.033,0.059,0.071,48818,0.873,0.122
"0500000US48243","Jeff Davis","TX",1992,0.827,0.013,0,0,0,0.025,0.135,0.197,38125,0.857,0.278
"0500000US48245","Jefferson","TX",254942,0.475,0.333,0.003,0.038,0.001,0.047,0.104,0.226,57294,0.848,0.199
"0500000US48247","Jim Hogg","TX",4830,0.614,0.005,0,0.011,0,0.035,0.334,0.897,42292,0.786,0.128
"0500000US48249","Jim Wells","TX",39060,0.819,0.007,0.006,0.004,0.002,0.037,0.125,0.803,46626,0.783,0.153
"0500000US48251","Johnson","TX",182690,0.815,0.045,0.004,0.011,0,0.04,0.085,0.236,77058,0.864,0.214
"0500000US48253","Jones","TX",19758,0.691,0.109,0.005,0.004,0,0.074,0.118,0.284,59361,0.808,0.112
"0500000US48255","Karnes","TX",14805,0.656,0.065,0.004,0.011,0,0.056,0.208,0.562,57798,0.761,0.163
"0500000US48257","Kaufman","TX",149773,0.66,0.152,0.004,0.015,0.001,0.044,0.124,0.248,84075,0.863,0.238
"0500000US48259","Kendall","TX",45376,0.806,0.008,0.005,0.011,0.001,0.059,0.11,0.25,104196,0.925,0.485
"0500000US48261","Kenedy","TX",116,0.647,0,0.009,0.009,0,0,0.336,0.966,45455,0.333,0.08
"0500000US48263","Kent","TX",635,0.868,0.009,0,0,0,0.046,0.077,0.135,68553,0.885,0.279
"0500000US48265","Kerr","TX",52810,0.781,0.017,0.003,0.008,0,0.073,0.118,0.282,66713,0.897,0.298
"0500000US48267","Kimble","TX",4316,0.817,0.017,0.002,0,0,0.038,0.127,0.263,62386,0.853,0.279
"0500000US48269","King","TX",216,0.852,0,0,0,0,0.014,0.134,0.329,59375,0.788,0.306
"0500000US48271","Kinney","TX",3157,0.843,0,0.011,0,0,0,0.146,0.644,52386,0.846,0.133
"0500000US48273","Kleberg","TX",30860,0.595,0.03,0.007,0.013,0,0.047,0.307,0.735,52487,0.824,0.23
"0500000US48275","Knox","TX",3333,0.733,0.06,0.001,0.019,0,0.047,0.141,0.349,48750,0.818,0.142
"0500000US48277","Lamar","TX",50149,0.777,0.127,0.008,0.009,0.002,0.016,0.061,0.088,58246,0.875,0.209
"0500000US48279","Lamb","TX",13024,0.782,0.035,0.005,0.005,0.003,0.029,0.142,0.569,54519,0.767,0.129
"0500000US48281","Lampasas","TX",21829,0.798,0.044,0.006,0.011,0,0.029,0.112,0.202,73269,0.903,0.202
"0500000US48283","La Salle","TX",6965,0.521,0.033,0,0.001,0,0.124,0.321,0.874,62798,0.624,0.054
"0500000US48285","Lavaca","TX",20379,0.773,0.053,0.002,0.005,0,0.099,0.068,0.2,58530,0.853,0.196
"0500000US48287","Lee","TX",17543,0.77,0.105,0.016,0.004,0,0.019,0.086,0.248,66448,0.865,0.166
"0500000US48289","Leon","TX",15928,0.83,0.075,0.003,0.001,0,0.053,0.038,0.157,57363,0.846,0.15
"0500000US48291","Liberty","TX",93523,0.684,0.085,0.004,0.004,0,0.113,0.11,0.318,59605,0.784,0.106
"0500000US48293","Limestone","TX",22222,0.645,0.17,0.004,0.01,0.001,0.014,0.154,0.229,53102,0.846,0.169
"0500000US48295","Lipscomb","TX",3038,0.723,0.004,0.009,0.005,0.005,0.135,0.12,0.343,71625,0.851,0.247
"0500000US48297","Live Oak","TX",11374,0.833,0.025,0.002,0.023,0.007,0.02,0.09,0.407,55949,0.754,0.136
"0500000US48299","Llano","TX",21637,0.901,0.006,0.004,0.005,0,0.027,0.057,0.117,64241,0.915,0.318
"0500000US48301","Loving","TX",96,0.948,0,0,0.052,0,0,0,0,38500,0.968,0
"0500000US48303","Lubbock","TX",311509,0.694,0.071,0.006,0.024,0.001,0.07,0.132,0.368,61911,0.883,0.326
"0500000US48305","Lynn","TX",5619,0.718,0.015,0.008,0.002,0.002,0.057,0.198,0.455,52996,0.814,0.246
"0500000US48307","McCulloch","TX",7638,0.764,0.009,0.005,0.004,0,0.051,0.168,0.329,53214,0.799,0.186
"0500000US48309","McLennan","TX",261090,0.679,0.141,0.005,0.016,0.001,0.032,0.127,0.271,59781,0.869,0.269
"0500000US48311","McMullen","TX",670,0.782,0,0.009,0,0,0.034,0.175,0.601,60313,0.889,0.157
"0500000US48313","Madison","TX",13556,0.665,0.16,0.001,0.013,0,0.063,0.098,0.247,65768,0.789,0.14
"0500000US48315","Marion","TX",9668,0.714,0.219,0.007,0.006,0.001,0.016,0.037,0.046,48040,0.867,0.163
"0500000US48317","Martin","TX",5228,0.77,0.013,0,0.003,0,0.109,0.105,0.515,70217,0.842,0.169
"0500000US48319","Mason","TX",3959,0.866,0.001,0,0.007,0,0.085,0.041,0.192,77583,0.849,0.38
"0500000US48321","Matagorda","TX",36251,0.578,0.099,0.002,0.017,0.002,0.183,0.119,0.442,56412,0.815,0.209
"0500000US48323","Maverick","TX",57806,0.52,0.001,0.022,0.003,0,0.092,0.362,0.951,48497,0.646,0.158
"0500000US48325","Medina","TX",51432,0.698,0.025,0.006,0.009,0,0.066,0.196,0.531,73060,0.86,0.222
"0500000US48327","Menard","TX",1964,0.819,0.001,0.012,0,0,0.041,0.128,0.342,40945,0.779,0.239
"0500000US48329","Midland","TX",169393,0.656,0.068,0.006,0.02,0,0.109,0.141,0.471,90123,0.844,0.294
"0500000US48331","Milam","TX",25080,0.75,0.107,0.002,0.004,0.002,0.052,0.084,0.273,56985,0.858,0.182
"0500000US48333","Mills","TX",4501,0.811,0.007,0.001,0.003,0,0.038,0.141,0.246,59315,0.879,0.285
"0500000US48335","Mitchell","TX",8947,0.673,0.081,0.011,0.001,0,0.074,0.161,0.411,49869,0.838,0.096
"0500000US48337","Montague","TX",20197,0.916,0.008,0.005,0,0,0.029,0.042,0.116,63336,0.88,0.167
"0500000US48339","Montgomery","TX",629989,0.753,0.056,0.004,0.033,0.001,0.038,0.116,0.258,95946,0.898,0.377
"0500000US48341","Moore","TX",21284,0.651,0.042,0.006,0.039,0,0.077,0.184,0.585,59041,0.679,0.118
"0500000US48343","Morris","TX",11993,0.681,0.225,0.004,0.01,0,0.05,0.03,0.111,51532,0.876,0.135
"0500000US48345","Motley","TX",1223,0.828,0.02,0,0,0,0.034,0.117,0.137,66528,0.86,0.204
"0500000US48347","Nacogdoches","TX",64768,0.678,0.176,0.005,0.01,0.001,0.036,0.095,0.204,51153,0.852,0.254
"0500000US48349","Navarro","TX",52834,0.643,0.116,0.002,0.006,0.017,0.106,0.109,0.292,56261,0.804,0.17
"0500000US48351","Newton","TX",12333,0.752,0.184,0.002,0.007,0.002,0.004,0.049,0.041,38871,0.819,0.068
"0500000US48353","Nolan","TX",14657,0.749,0.048,0.007,0.002,0,0.076,0.119,0.394,47437,0.839,0.14
"0500000US48355","Nueces","TX",353245,0.636,0.037,0.003,0.022,0.001,0.045,0.257,0.649,64027,0.845,0.225
"0500000US48357","Ochiltree","TX",9924,0.732,0.008,0.01,0.005,0,0.135,0.11,0.561,62240,0.763,0.186
"0500000US48359","Oldham","TX",2171,0.812,0.068,0.003,0.008,0,0.016,0.093,0.262,71103,0.835,0.239
"0500000US48361","Orange","TX",84761,0.823,0.088,0.002,0.006,0.001,0.013,0.068,0.089,71910,0.893,0.172
"0500000US48363","Palo Pinto","TX",28569,0.847,0.026,0.008,0.01,0,0.037,0.071,0.205,65242,0.875,0.181
"0500000US48365","Panola","TX",22540,0.76,0.126,0.001,0.007,0,0.011,0.096,0.094,58205,0.837,0.162
"0500000US48367","Parker","TX",151188,0.874,0.014,0.005,0.008,0.001,0.018,0.079,0.137,95721,0.903,0.309
"0500000US48369","Parmer","TX",9809,0.73,0.007,0.008,0.002,0,0.055,0.198,0.651,65575,0.711,0.185
"0500000US48371","Pecos","TX",15114,0.668,0.045,0.002,0.013,0.002,0.104,0.167,0.701,59325,0.759,0.115
"0500000US48373","Polk","TX",50536,0.784,0.081,0.017,0.006,0,0.019,0.093,0.156,57315,0.814,0.132
"0500000US48375","Potter","TX",117905,0.672,0.103,0.008,0.052,0.001,0.042,0.122,0.396,47974,0.772,0.17
"0500000US48377","Presidio","TX",6168,0.579,0,0.007,0,0,0.018,0.396,0.793,29012,0.616,0.212
"0500000US48379","Rains","TX",12257,0.906,0.027,0.009,0.008,0,0.026,0.025,0.098,60291,0.874,0.205
"0500000US48381","Randall","TX",141489,0.801,0.033,0.007,0.019,0.003,0.033,0.104,0.239,78038,0.939,0.327
"0500000US48383","Reagan","TX",3308,0.475,0.026,0,0.027,0,0.324,0.148,0.707,70319,0.881,0.12
"0500000US48385","Real","TX",2830,0.947,0.013,0,0,0,0.03,0.009,0.256,46842,0.891,0.209
"0500000US48387","Red River","TX",11627,0.774,0.156,0.018,0.003,0,0.015,0.033,0.078,44583,0.851,0.14
"0500000US48389","Reeves","TX",14022,0.536,0.029,0.008,0.011,0.002,0.221,0.194,0.754,57487,0.708,0.098
"0500000US48391","Refugio","TX",6718,0.705,0.067,0.003,0.002,0,0.025,0.199,0.517,54304,0.838,0.112
"0500000US48393","Roberts","TX",764,0.963,0.004,0.004,0,0,0,0.029,0.139,62667,0.918,0.192
"0500000US48395","Robertson","TX",16912,0.655,0.208,0.001,0.002,0.001,0.027,0.105,0.222,59410,0.853,0.184
"0500000US48397","Rockwall","TX",110631,0.752,0.077,0.01,0.033,0.001,0.033,0.094,0.194,121303,0.943,0.439
"0500000US48399","Runnels","TX",9858,0.793,0.03,0.009,0.001,0,0.028,0.14,0.352,55424,0.829,0.183
"0500000US48401","Rusk","TX",52755,0.699,0.156,0.001,0.004,0.001,0.019,0.12,0.179,61661,0.842,0.158
"0500000US48403","Sabine","TX",9980,0.873,0.05,0.009,0.017,0.004,0.011,0.038,0.051,47061,0.869,0.179
"0500000US48405","San Augustine","TX",7920,0.71,0.223,0.009,0,0,0.049,0.009,0.081,45888,0.823,0.128
"0500000US48407","San Jacinto","TX",27666,0.762,0.093,0.005,0.001,0.001,0.031,0.107,0.15,54839,0.856,0.16
"0500000US48409","San Patricio","TX",68942,0.718,0.016,0.003,0.009,0.002,0.05,0.202,0.587,63842,0.823,0.176
"0500000US48411","San Saba","TX",5779,0.828,0.016,0.001,0.002,0.002,0.053,0.099,0.31,54087,0.858,0.194
"0500000US48413","Schleicher","TX",2474,0.571,0.016,0,0,0.003,0.324,0.085,0.543,53774,0.82,0.136
"0500000US48415","Scurry","TX",16883,0.742,0.036,0.008,0.006,0,0.116,0.091,0.421,58932,0.844,0.186
"0500000US48417","Shackelford","TX",3134,0.908,0.007,0.002,0.002,0,0.032,0.049,0.126,60924,0.935,0.324
"0500000US48419","Shelby","TX",24157,0.688,0.162,0.012,0.005,0.007,0.062,0.064,0.191,49231,0.817,0.138
"0500000US48421","Sherman","TX",2414,0.77,0.002,0,0.01,0,0.077,0.142,0.428,66169,0.721,0.218
"0500000US48423","Smith","TX",234667,0.712,0.17,0.004,0.017,0.001,0.025,0.071,0.204,69053,0.876,0.274
"0500000US48425","Somervell","TX",9337,0.816,0.019,0.003,0.005,0,0.048,0.108,0.18,87899,0.929,0.286
"0500000US48427","Starr","TX",65716,0.575,0.001,0.001,0.001,0,0.074,0.349,0.962,35979,0.609,0.127
"0500000US48429","Stephens","TX",9260,0.827,0.029,0.008,0.01,0,0.038,0.089,0.251,44712,0.833,0.184
"0500000US48431","Sterling","TX",1392,0.754,0.001,0.001,0.002,0,0.121,0.12,0.335,63558,0.901,0.234
"0500000US48433","Stonewall","TX",1331,0.883,0.005,0.025,0,0,0.056,0.032,0.268,66591,0.809,0.151
"0500000US48435","Sutton","TX",3345,0.475,0.001,0.008,0,0.002,0.466,0.047,0.746,56778,0.8,0.153
"0500000US48437","Swisher","TX",6989,0.736,0.081,0.002,0.011,0.003,0.037,0.129,0.455,40290,0.779,0.193
"0500000US48439","Tarrant","TX",2113854,0.558,0.173,0.005,0.058,0.002,0.085,0.119,0.298,78872,0.871,0.339
"0500000US48441","Taylor","TX",143029,0.716,0.08,0.002,0.024,0,0.065,0.113,0.255,61806,0.9,0.287
"0500000US48443","Terrell","TX",862,0.8,0,0,0,0,0.045,0.154,0.47,52813,0.937,0.295
"0500000US48445","Terry","TX",11816,0.635,0.045,0.003,0.002,0,0.04,0.275,0.57,42694,0.76,0.11
"0500000US48447","Throckmorton","TX",1439,0.924,0.002,0,0.004,0,0.008,0.062,0.129,55221,0.902,0.202
"0500000US48449","Titus","TX",31301,0.607,0.096,0.005,0.013,0,0.147,0.132,0.45,57634,0.776,0.153
"0500000US48451","Tom Green","TX",119276,0.731,0.039,0.005,0.013,0.001,0.061,0.15,0.418,67215,0.866,0.246
"0500000US48453","Travis","TX",1289054,0.631,0.083,0.008,0.072,0,0.087,0.119,0.333,92731,0.908,0.538
"0500000US48455","Trinity","TX",13735,0.814,0.084,0.002,0.001,0,0.044,0.055,0.115,51165,0.864,0.148
"0500000US48457","Tyler","TX",19962,0.817,0.106,0.002,0.008,0,0.013,0.055,0.072,50898,0.826,0.131
"0500000US48459","Upshur","TX",41261,0.839,0.075,0.001,0.005,0.001,0.022,0.057,0.093,60456,0.866,0.17
"0500000US48461","Upton","TX",3284,0.435,0.022,0.006,0.011,0,0.473,0.053,0.563,55284,0.79,0.097
