"","...1","state","office_type","question","answer","demographic_pct","answer_pct","lastName","year"
"1849",1849,"AL","President","Education","Advanced degree",14,52,"Biden",2020
"1850",1850,"AL","President","Education","Advanced degree",14,47,"Trump",2020
"1851",1851,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"1852",1852,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"1853",1853,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"1854",1854,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"1855",1855,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
"1856",1856,"AL","President","Income","$50,000-$99,999",31,60,"Trump",2020
"1857",1857,"AL","President","Income","$100,000-$199,999",25,34,"Biden",2020
"1858",1858,"AL","President","Income","$100,000-$199,999",25,65,"Trump",2020
"1859",1859,"AL","President","Income","$200,000 or more",7,-1,"Biden",2020
"1860",1860,"AL","President","Income","$200,000 or more",7,-1,"Trump",2020
"1861",1861,"AL","Senate","Region","North",24,32,"Jones",2020
"1862",1862,"AL","Senate","Region","North",24,68,"Tuberville",2020
"1863",1863,"AL","Senate","Region","North Central",26,28,"Jones",2020
"1864",1864,"AL","Senate","Region","North Central",26,71,"Tuberville",2020
"1865",1865,"AL","Senate","Region","Birmingham/S. Central",28,60,"Jones",2020
"1866",1866,"AL","Senate","Region","Birmingham/S. Central",28,40,"Tuberville",2020
"1867",1867,"AL","Senate","Region","South",22,36,"Jones",2020
"1868",1868,"AL","Senate","Region","South",22,64,"Tuberville",2020
"1869",1869,"AL","Senate","Age","18-24",9,58,"Jones",2020
"1870",1870,"AL","Senate","Age","18-24",9,42,"Tuberville",2020
"1871",1871,"AL","Senate","Age","25-29",7,-1,"Jones",2020
"1872",1872,"AL","Senate","Age","25-29",7,-1,"Tuberville",2020
"1873",1873,"AL","Senate","Age","30-39",15,41,"Jones",2020
"1874",1874,"AL","Senate","Age","30-39",15,59,"Tuberville",2020
"1875",1875,"AL","Senate","Age","40-49",15,51,"Jones",2020
"1876",1876,"AL","Senate","Age","40-49",15,49,"Tuberville",2020
"1877",1877,"AL","Senate","Age","50-64",29,35,"Jones",2020
"1878",1878,"AL","Senate","Age","50-64",29,65,"Tuberville",2020
"1879",1879,"AL","Senate","Age","65 or older",25,25,"Jones",2020
"1880",1880,"AL","Senate","Age","65 or older",25,74,"Tuberville",2020
"1881",1881,"AL","Senate","Race","White",73,24,"Jones",2020
"1882",1882,"AL","Senate","Race","White",73,76,"Tuberville",2020
"1883",1883,"AL","Senate","Race","Black",22,90,"Jones",2020
"1884",1884,"AL","Senate","Race","Black",22,10,"Tuberville",2020
"1885",1885,"AL","Senate","Race","Latino",3,-1,"Jones",2020
"1886",1886,"AL","Senate","Race","Latino",3,-1,"Tuberville",2020
"1887",1887,"AL","Senate","Race","Asian",0,-1,"Jones",2020
"1888",1888,"AL","Senate","Race","Asian",0,-1,"Tuberville",2020
"1889",1889,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Jones",2020
"1890",1890,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Tuberville",2020
"1891",1891,"AL","Senate","Gender","Male",45,39,"Jones",2020
"1892",1892,"AL","Senate","Gender","Male",45,61,"Tuberville",2020
"1893",1893,"AL","Senate","Gender","Female",55,41,"Jones",2020
"1894",1894,"AL","Senate","Gender","Female",55,59,"Tuberville",2020
"1895",1895,"AL","Senate","Area type","Urban",25,63,"Jones",2020
"1896",1896,"AL","Senate","Area type","Urban",25,37,"Tuberville",2020
"1897",1897,"AL","Senate","Area type","Suburban",56,29,"Jones",2020
"1898",1898,"AL","Senate","Area type","Suburban",56,70,"Tuberville",2020
"1899",1899,"AL","Senate","Area type","Rural",20,40,"Jones",2020
"1900",1900,"AL","Senate","Area type","Rural",20,60,"Tuberville",2020
"1901",1901,"AL","Senate","Education","Never attended college",20,28,"Jones",2020
"1902",1902,"AL","Senate","Education","Never attended college",20,72,"Tuberville",2020
"1903",1903,"AL","Senate","Education","Some college",25,41,"Jones",2020
"1904",1904,"AL","Senate","Education","Some college",25,59,"Tuberville",2020
"1905",1905,"AL","Senate","Education","Associate's degree",18,32,"Jones",2020
"1906",1906,"AL","Senate","Education","Associate's degree",18,68,"Tuberville",2020
"1907",1907,"AL","Senate","Education","Bachelor's degree",23,43,"Jones",2020
"1908",1908,"AL","Senate","Education","Bachelor's degree",23,56,"Tuberville",2020
"1909",1909,"AL","Senate","Education","Advanced degree",14,57,"Jones",2020
"1910",1910,"AL","Senate","Education","Advanced degree",14,42,"Tuberville",2020
"1911",1911,"AL","Senate","Income","Less than $30,000",18,-1,"Jones",2020
"1912",1912,"AL","Senate","Income","Less than $30,000",18,-1,"Tuberville",2020
"1913",1913,"AL","Senate","Income","$30,000-$49,999",20,39,"Jones",2020
"1914",1914,"AL","Senate","Income","$30,000-$49,999",20,61,"Tuberville",2020
"1915",1915,"AL","Senate","Income","$50,000-$99,999",31,40,"Jones",2020
"1916",1916,"AL","Senate","Income","$50,000-$99,999",31,60,"Tuberville",2020
"1917",1917,"AL","Senate","Income","$100,000-$199,999",25,38,"Jones",2020
"1918",1918,"AL","Senate","Income","$100,000-$199,999",25,62,"Tuberville",2020
"1919",1919,"AL","Senate","Income","$200,000 or more",7,-1,"Jones",2020
"1920",1920,"AL","Senate","Income","$200,000 or more",7,-1,"Tuberville",2020
"1921",1921,"AL","President","Region","North",24,29,"Biden",2020
"1922",1922,"AL","President","Region","North",24,70,"Trump",2020
"1923",1923,"AL","President","Region","North Central",26,26,"Biden",2020
"1924",1924,"AL","President","Region","North Central",26,72,"Trump",2020
"1925",1925,"AL","President","Region","Birmingham/S. Central",28,56,"Biden",2020
"1926",1926,"AL","President","Region","Birmingham/S. Central",28,42,"Trump",2020
"1927",1927,"AL","President","Region","South",22,33,"Biden",2020
"1928",1928,"AL","President","Region","South",22,66,"Trump",2020
"1929",1929,"AL","President","Age","18-24",9,54,"Biden",2020
"1930",1930,"AL","President","Age","18-24",9,44,"Trump",2020
"1931",1931,"AL","President","Age","25-29",6,-1,"Biden",2020
"1932",1932,"AL","President","Age","25-29",6,-1,"Trump",2020
"1933",1933,"AL","President","Age","30-39",15,40,"Biden",2020
"1934",1934,"AL","President","Age","30-39",15,57,"Trump",2020
"1935",1935,"AL","President","Age","40-49",15,47,"Biden",2020
"1936",1936,"AL","President","Age","40-49",15,51,"Trump",2020
"1937",1937,"AL","President","Age","50-64",29,32,"Biden",2020
"1938",1938,"AL","President","Age","50-64",29,67,"Trump",2020
"1939",1939,"AL","President","Age","65 or older",25,23,"Biden",2020
"1940",1940,"AL","President","Age","65 or older",25,77,"Trump",2020
"1941",1941,"AL","President","Race","White",74,21,"Biden",2020
"1942",1942,"AL","President","Race","White",74,77,"Trump",2020
"1943",1943,"AL","President","Race","Black",22,89,"Biden",2020
"1944",1944,"AL","President","Race","Black",22,11,"Trump",2020
"1945",1945,"AL","President","Race","Latino",3,-1,"Biden",2020
"1946",1946,"AL","President","Race","Latino",3,-1,"Trump",2020
"1947",1947,"AL","President","Race","Asian",0,-1,"Biden",2020
"1948",1948,"AL","President","Race","Asian",0,-1,"Trump",2020
"1949",1949,"AL","President","Race","Other racial/ethnic groups",1,-1,"Biden",2020
"1950",1950,"AL","President","Race","Other racial/ethnic groups",1,-1,"Trump",2020
"1951",1951,"AL","President","Gender","Male",45,35,"Biden",2020
"1952",1952,"AL","President","Gender","Male",45,63,"Trump",2020
"1953",1953,"AL","President","Gender","Female",55,39,"Biden",2020
"1954",1954,"AL","President","Gender","Female",55,61,"Trump",2020
"1955",1955,"AL","President","Area type","Urban",25,58,"Biden",2020
"1956",1956,"AL","President","Area type","Urban",25,39,"Trump",2020
"1957",1957,"AL","President","Area type","Suburban",56,27,"Biden",2020
"1958",1958,"AL","President","Area type","Suburban",56,72,"Trump",2020
"1959",1959,"AL","President","Area type","Rural",20,37,"Biden",2020
"1960",1960,"AL","President","Area type","Rural",20,61,"Trump",2020
"1961",1961,"AL","President","Education","Never attended college",20,26,"Biden",2020
"1962",1962,"AL","President","Education","Never attended college",20,73,"Trump",2020
"1963",1963,"AL","President","Education","Some college",25,40,"Biden",2020
"1964",1964,"AL","President","Education","Some college",25,60,"Trump",2020
"1965",1965,"AL","President","Education","Associate's degree",17,29,"Biden",2020
"1966",1966,"AL","President","Education","Associate's degree",17,70,"Trump",2020
"1967",1967,"AL","President","Education","Bachelor's degree",23,40,"Biden",2020
"1968",1968,"AL","President","Education","Bachelor's degree",23,57,"Trump",2020
"1969",1969,"AL","President","Education","Advanced degree",14,52,"Biden",2020
"1970",1970,"AL","President","Education","Advanced degree",14,47,"Trump",2020
"1971",1971,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"1972",1972,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"1973",1973,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"1974",1974,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"1975",1975,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
"1976",1976,"AL","President","Income","$50,000-$99,999",31,60,"Trump",2020
"1977",1977,"AL","President","Income","$100,000-$199,999",25,34,"Biden",2020
"1978",1978,"AL","President","Income","$100,000-$199,999",25,65,"Trump",2020
"1979",1979,"AL","President","Income","$200,000 or more",7,-1,"Biden",2020
"1980",1980,"AL","President","Income","$200,000 or more",7,-1,"Trump",2020
"1981",1981,"AL","Senate","Region","North",24,32,"Jones",2020
"1982",1982,"AL","Senate","Region","North",24,68,"Tuberville",2020
"1983",1983,"AL","Senate","Region","North Central",26,28,"Jones",2020
"1984",1984,"AL","Senate","Region","North Central",26,71,"Tuberville",2020
"1985",1985,"AL","Senate","Region","Birmingham/S. Central",28,60,"Jones",2020
"1986",1986,"AL","Senate","Region","Birmingham/S. Central",28,40,"Tuberville",2020
"1987",1987,"AL","Senate","Region","South",22,36,"Jones",2020
"1988",1988,"AL","Senate","Region","South",22,64,"Tuberville",2020
"1989",1989,"AL","Senate","Age","18-24",9,58,"Jones",2020
"1990",1990,"AL","Senate","Age","18-24",9,42,"Tuberville",2020
"1991",1991,"AL","Senate","Age","25-29",7,-1,"Jones",2020
"1992",1992,"AL","Senate","Age","25-29",7,-1,"Tuberville",2020
"1993",1993,"AL","Senate","Age","30-39",15,41,"Jones",2020
"1994",1994,"AL","Senate","Age","30-39",15,59,"Tuberville",2020
"1995",1995,"AL","Senate","Age","40-49",15,51,"Jones",2020
"1996",1996,"AL","Senate","Age","40-49",15,49,"Tuberville",2020
"1997",1997,"AL","Senate","Age","50-64",29,35,"Jones",2020
"1998",1998,"AL","Senate","Age","50-64",29,65,"Tuberville",2020
"1999",1999,"AL","Senate","Age","65 or older",25,25,"Jones",2020
"2000",2000,"AL","Senate","Age","65 or older",25,74,"Tuberville",2020
"2001",2001,"AL","Senate","Race","White",73,24,"Jones",2020
"2002",2002,"AL","Senate","Race","White",73,76,"Tuberville",2020
"2003",2003,"AL","Senate","Race","Black",22,90,"Jones",2020
"2004",2004,"AL","Senate","Race","Black",22,10,"Tuberville",2020
"2005",2005,"AL","Senate","Race","Latino",3,-1,"Jones",2020
"2006",2006,"AL","Senate","Race","Latino",3,-1,"Tuberville",2020
"2007",2007,"AL","Senate","Race","Asian",0,-1,"Jones",2020
"2008",2008,"AL","Senate","Race","Asian",0,-1,"Tuberville",2020
"2009",2009,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Jones",2020
"2010",2010,"AL","Senate","Race","Other racial/ethnic groups",1,-1,"Tuberville",2020
"2011",2011,"AL","Senate","Gender","Male",45,39,"Jones",2020
"2012",2012,"AL","Senate","Gender","Male",45,61,"Tuberville",2020
"2013",2013,"AL","Senate","Gender","Female",55,41,"Jones",2020
"2014",2014,"AL","Senate","Gender","Female",55,59,"Tuberville",2020
"2015",2015,"AL","Senate","Area type","Urban",25,63,"Jones",2020
"2016",2016,"AL","Senate","Area type","Urban",25,37,"Tuberville",2020
"2017",2017,"AL","Senate","Area type","Suburban",56,29,"Jones",2020
"2018",2018,"AL","Senate","Area type","Suburban",56,70,"Tuberville",2020
"2019",2019,"AL","Senate","Area type","Rural",20,40,"Jones",2020
"2020",2020,"AL","Senate","Area type","Rural",20,60,"Tuberville",2020
"2021",2021,"AL","Senate","Education","Never attended college",20,28,"Jones",2020
"2022",2022,"AL","Senate","Education","Never attended college",20,72,"Tuberville",2020
"2023",2023,"AL","Senate","Education","Some college",25,41,"Jones",2020
"2024",2024,"AL","Senate","Education","Some college",25,59,"Tuberville",2020
"2025",2025,"AL","Senate","Education","Associate's degree",18,32,"Jones",2020
"2026",2026,"AL","Senate","Education","Associate's degree",18,68,"Tuberville",2020
"2027",2027,"AL","Senate","Education","Bachelor's degree",23,43,"Jones",2020
"2028",2028,"AL","Senate","Education","Bachelor's degree",23,56,"Tuberville",2020
"2029",2029,"AL","Senate","Education","Advanced degree",14,57,"Jones",2020
"2030",2030,"AL","Senate","Education","Advanced degree",14,42,"Tuberville",2020
"2031",2031,"AL","Senate","Income","Less than $30,000",18,-1,"Jones",2020
"2032",2032,"AL","Senate","Income","Less than $30,000",18,-1,"Tuberville",2020
"2033",2033,"AL","Senate","Income","$30,000-$49,999",20,39,"Jones",2020
"2034",2034,"AL","Senate","Income","$30,000-$49,999",20,61,"Tuberville",2020
"2035",2035,"AL","Senate","Income","$50,000-$99,999",31,40,"Jones",2020
"2036",2036,"AL","Senate","Income","$50,000-$99,999",31,60,"Tuberville",2020
"2037",2037,"AL","Senate","Income","$100,000-$199,999",25,38,"Jones",2020
"2038",2038,"AL","Senate","Income","$100,000-$199,999",25,62,"Tuberville",2020
"2039",2039,"AL","Senate","Income","$200,000 or more",7,-1,"Jones",2020
"2040",2040,"AL","Senate","Income","$200,000 or more",7,-1,"Tuberville",2020
"2041",2041,"AL","President","Region","North",24,29,"Biden",2020
"2042",2042,"AL","President","Region","North",24,70,"Trump",2020
"2043",2043,"AL","President","Region","North Central",26,26,"Biden",2020
"2044",2044,"AL","President","Region","North Central",26,72,"Trump",2020
"2045",2045,"AL","President","Region","Birmingham/S. Central",28,56,"Biden",2020
"2046",2046,"AL","President","Region","Birmingham/S. Central",28,42,"Trump",2020
"2047",2047,"AL","President","Region","South",22,33,"Biden",2020
"2048",2048,"AL","President","Region","South",22,66,"Trump",2020
"2049",2049,"AL","President","Age","18-24",9,54,"Biden",2020
"2050",2050,"AL","President","Age","18-24",9,44,"Trump",2020
"2051",2051,"AL","President","Age","25-29",6,-1,"Biden",2020
"2052",2052,"AL","President","Age","25-29",6,-1,"Trump",2020
"2053",2053,"AL","President","Age","30-39",15,40,"Biden",2020
"2054",2054,"AL","President","Age","30-39",15,57,"Trump",2020
"2055",2055,"AL","President","Age","40-49",15,47,"Biden",2020
"2056",2056,"AL","President","Age","40-49",15,51,"Trump",2020
"2057",2057,"AL","President","Age","50-64",29,32,"Biden",2020
"2058",2058,"AL","President","Age","50-64",29,67,"Trump",2020
"2059",2059,"AL","President","Age","65 or older",25,23,"Biden",2020
"2060",2060,"AL","President","Age","65 or older",25,77,"Trump",2020
"2061",2061,"AL","President","Race","White",74,21,"Biden",2020
"2062",2062,"AL","President","Race","White",74,77,"Trump",2020
"2063",2063,"AL","President","Race","Black",22,89,"Biden",2020
"2064",2064,"AL","President","Race","Black",22,11,"Trump",2020
"2065",2065,"AL","President","Race","Latino",3,-1,"Biden",2020
"2066",2066,"AL","President","Race","Latino",3,-1,"Trump",2020
"2067",2067,"AL","President","Race","Asian",0,-1,"Biden",2020
"2068",2068,"AL","President","Race","Asian",0,-1,"Trump",2020
"2069",2069,"AL","President","Race","Other racial/ethnic groups",1,-1,"Biden",2020
"2070",2070,"AL","President","Race","Other racial/ethnic groups",1,-1,"Trump",2020
"2071",2071,"AL","President","Gender","Male",45,35,"Biden",2020
"2072",2072,"AL","President","Gender","Male",45,63,"Trump",2020
"2073",2073,"AL","President","Gender","Female",55,39,"Biden",2020
"2074",2074,"AL","President","Gender","Female",55,61,"Trump",2020
"2075",2075,"AL","President","Area type","Urban",25,58,"Biden",2020
"2076",2076,"AL","President","Area type","Urban",25,39,"Trump",2020
"2077",2077,"AL","President","Area type","Suburban",56,27,"Biden",2020
"2078",2078,"AL","President","Area type","Suburban",56,72,"Trump",2020
"2079",2079,"AL","President","Area type","Rural",20,37,"Biden",2020
"2080",2080,"AL","President","Area type","Rural",20,61,"Trump",2020
"2081",2081,"AL","President","Education","Never attended college",20,26,"Biden",2020
"2082",2082,"AL","President","Education","Never attended college",20,73,"Trump",2020
"2083",2083,"AL","President","Education","Some college",25,40,"Biden",2020
"2084",2084,"AL","President","Education","Some college",25,60,"Trump",2020
"2085",2085,"AL","President","Education","Associate's degree",17,29,"Biden",2020
"2086",2086,"AL","President","Education","Associate's degree",17,70,"Trump",2020
"2087",2087,"AL","President","Education","Bachelor's degree",23,40,"Biden",2020
"2088",2088,"AL","President","Education","Bachelor's degree",23,57,"Trump",2020
"2089",2089,"AL","President","Education","Advanced degree",14,52,"Biden",2020
"2090",2090,"AL","President","Education","Advanced degree",14,47,"Trump",2020
"2091",2091,"AL","President","Income","Less than $30,000",18,-1,"Biden",2020
"2092",2092,"AL","President","Income","Less than $30,000",18,-1,"Trump",2020
"2093",2093,"AL","President","Income","$30,000-$49,999",19,-1,"Biden",2020
"2094",2094,"AL","President","Income","$30,000-$49,999",19,-1,"Trump",2020
"2095",2095,"AL","President","Income","$50,000-$99,999",31,38,"Biden",2020
