county,office_type,district,state,fips,margin_votes_1,margin_pct_1,democratic_percent_1,republican_percent_1,democratic_votes_1,republican_votes_1,margin_votes_2,margin_pct_2,democratic_percent_2,republican_percent_2,democratic_votes_2,republican_votes_2
Sonoma,President,0,CA,097,138113,51.4862890118247,74.5,23,199938,61825,78606,47.91295867365598,70.7,22.8,116027,37421
Stanislaus,President,0,CA,099,1696,0.7892924291219122,49.3,48.5,105841,104145,979,0.626997393381623,47.4,46.7,73939,72960
Sutter,President,0,CA,101,-7008,-16.435272045028142,40.7,57.2,17367,24375,-4949,-16.264090177133657,38.9,55.1,11831,16780
Tehama,President,0,CA,103,-10230,-35.61853695901953,31,66.6,8911,19141,-8410,-36.76502732240437,28.7,65.5,6571,14981
Trinity,President,0,CA,105,-337,-5.3851070629594116,45.6,50.9,2851,3188,-533,-11.3019508057676,39.8,51.1,1876,2409
Tulare,President,0,CA,107,-11474,-7.814372888743598,45,52.8,66105,77579,-11389,-12.042803819352656,41.3,53.4,39099,50488
Tuolumne,President,0,CA,109,-5711,-18.785566264267622,39.4,58.2,11978,17689,-4906,-20.90149965916837,36.6,57.5,8580,13486
Ventura,President,0,CA,111,89181,21.098041627828852,59.5,38.4,251388,162207,51725,16.800322202409372,55.4,38.6,170489,118764
Yolo,President,0,CA,113,40306,41.43979272906728,69.5,28.1,67598,27292,21282,42.04017936511072,68.1,26,34460,13178
Yuba,President,0,CA,115,-6446,-21.640312888172694,37.7,59.3,11230,17676,-5079,-24.119099629594455,34.4,58.5,7234,12313
Adams,President,0,CO,001,38545,16.281918600967327,56.7,40.4,134202,95657,12664,7.2314061384725195,49.4,42.1,86471,73807
Alamosa,President,0,CO,003,-54,-0.6915983606557377,48.1,48.8,3759,3813,137,1.986370885892417,45.9,43.9,3168,3031
Arapahoe,President,0,CO,005,86284,24.639688391498158,61,36.4,213607,127323,38727,13.749653835502631,52.7,38.9,148365,109638
Archuleta,President,0,CO,007,-1451,-15.86832895888014,40.9,56.7,3738,5189,-1745,-23.93689986282579,34.1,58.1,2489,4234
Baca,President,0,CO,009,-1550,-69.66292134831461,14.2,83.9,317,1867,-1438,-68.24869482676792,13.2,81.4,278,1716
Bent,President,0,CO,011,-771,-33.90501319261214,32.2,66.1,732,1503,-585,-30.91966173361522,30.7,61.6,581,1166
Boulder,President,0,CO,013,116588,56.56563696260753,77.2,20.6,159089,42501,85949,48.631567035391974,70.6,21.9,124715,38766
Broomfield,President,0,CO,014,12782,27.41036198318751,62.4,34.9,29077,16295,5258,14.080659846821273,52.3,38.2,19530,14272
Chaffee,President,0,CO,015,938,6.838229933658964,52.2,45.4,7160,6222,-510,-4.636785162287481,43.4,48,4773,5283
Cheyenne,President,0,CO,017,-862,-75.88028169014085,11.5,87.4,131,993,-778,-72.30483271375465,11.8,84.1,127,905
Clear Creek,President,0,CO,019,850,12.981062919975566,55,42.1,3604,2754,159,2.874186550976139,46.7,43.9,2585,2426
Conejos,President,0,CO,021,-327,-7.5467343641818605,45.2,52.8,1959,2286,-132,-3.3249370277078087,44.2,47.5,1753,1885
Costilla,President,0,CO,023,570,27.22063037249284,62.6,35.4,1311,741,528,29.01098901098901,60.9,31.9,1109,581
Crowley,President,0,CO,025,-834,-47.65714285714286,25,72.6,437,1271,-733,-48.510919920582396,22.2,70.7,336,1069
Custer,President,0,CO,027,-1362,-37.47936158503027,30.6,68.1,1112,2474,-1262,-41.18798955613577,26,67.2,797,2059
Delta,President,0,CO,029,-7194,-37.13990707279298,30.4,67.5,5887,13081,-7536,-45.231378668747375,24.3,69.5,4048,11584
Denver,President,0,CO,031,241675,61.365777359094224,79.6,18.2,313293,71618,130974,56.383587827337266,75.2,18.8,174611,43637
Dolores,President,0,CO,033,-748,-51.62180814354728,23.5,75.2,341,1089,-709,-57.642276422764226,18.5,76.1,227,936
Douglas,President,0,CO,035,-16617,-7.174901446033878,45.2,52.4,104653,121270,-33133,-18.113580948840465,36.7,54.8,67045,100178
Eagle,President,0,CO,037,8696,29.842141386410432,63.8,33.9,18588,9892,4499,19.897395073194463,56,36.1,12652,8153
Elbert,President,0,CO,039,-9537,-50.23968814202181,23.7,73.9,4490,14027,-8480,-54.05060870673721,19.5,73.5,3056,11536
El Paso,President,0,CO,041,-40887,-10.792426534054465,42.7,53.5,161941,202828,-70699,-22.567856151024824,33.8,56.3,105807,176506
Fremont,President,0,CO,043,-10148,-39.70732089055836,28.8,68.5,7369,17517,-9791,-44.748628884826324,24.1,68.9,5275,15066
Garfield,President,0,CO,045,710,2.2974372249546984,49.9,47.6,15427,14717,-1866,-7.087511394712854,42.6,49.6,11205,13071
Gilpin,President,0,CO,047,390,9.316770186335404,53.1,43.8,2223,1833,70,1.9585898153329602,45.7,43.8,1634,1564
Grand,President,0,CO,049,-173,-1.7527862208713272,47.7,49.5,4710,4883,-1148,-13.485257840949137,39,52.5,3319,4467
Gunnison,President,0,CO,051,3397,30.35746201966041,63.7,33.4,7132,3735,1818,19.550489299924724,54.5,34.9,5068,3250
Hinsdale,President,0,CO,053,-98,-15.50632911392405,40.3,55.9,255,353,-142,-24.108658743633278,33.4,57.6,197,339
Huerfano,President,0,CO,055,-127,-2.882433045846573,47.1,50,2076,2203,-244,-6.468716861081655,43.2,49.7,1631,1875
Jackson,President,0,CO,057,-506,-57.76255707762557,20,77.7,175,681,-457,-53.01624129930394,19.8,72.9,171,628
Jefferson,President,0,CO,059,69979,18.544508250807592,57.9,39.3,218396,148417,21652,6.995144235273593,49.1,42.1,151885,130233
Kiowa,President,0,CO,061,-697,-77.18715393133998,10.9,88,98,795,-635,-74.44314185228605,10.7,85.1,91,726
Kit Carson,President,0,CO,063,-2482,-64.11779901834151,17.1,81.2,662,3144,-2368,-65.54110157763631,14.6,80.1,526,2894
Lake,President,0,CO,065,806,20.348396869477405,58.1,37.8,2303,1497,336,10.582677165354331,50.4,39.8,1600,1264
La Plata,President,0,CO,067,6315,17.705442005214906,57.6,39.9,20548,14233,2829,9.208384870776642,49.8,40.6,15300,12471
Larimer,President,0,CO,069,34631,15.436974565165064,56.2,40.8,126120,91489,9546,4.923232437840709,47.5,42.6,92170,82624
Las Animas,President,0,CO,071,-787,-9.885692752166813,43.9,53.8,3497,4284,-1042,-15.56850440759002,39.1,54.6,2614,3656
Lincoln,President,0,CO,073,-1665,-62.80648811769144,17.7,80.5,470,2135,-1474,-61.36552872606161,16.6,78,399,1873
Logan,President,0,CO,075,-5869,-55.725408279529056,21.1,76.8,2218,8087,-5429,-55.9575345289631,19,75,1843,7272
Mesa,President,0,CO,077,-25358,-27.98216768555097,34.8,62.8,31536,56894,-27171,-36.287996153640684,28,64.3,20958,48129
Mineral,President,0,CO,079,-110,-14.55026455026455,41.9,56.5,317,427,-107,-16.411042944785276,36.3,52.8,237,344
Moffat,President,0,CO,081,-4467,-63.57813834329633,17.1,80.7,1203,5670,-4419,-67.88018433179724,13.4,81.3,874,5293
Montezuma,President,0,CO,083,-3470,-22.387096774193548,37.7,60,5836,9306,-3851,-30.30851566189202,30.9,61.2,3920,7771
Montrose,President,0,CO,085,-9083,-36.44571061712543,30.8,67.3,7687,16770,-8865,-42.074038917892736,25.8,67.9,5438,14303
Morgan,President,0,CO,087,-5717,-41.59633294528521,28.2,69.8,3876,9593,-4976,-41.857335127860026,26.3,68.2,3128,8104
Otero,President,0,CO,089,-2151,-22.462406015037594,37.6,60.1,3605,5756,-1269,-25.188566891623662,34.1,59.3,1719,2988
Ouray,President,0,CO,091,788,19.601990049751244,58.8,39.2,2365,1577,353,10.739275935503498,51.4,40.7,1690,1337
Park,President,0,CO,093,-2088,-16.98942229454841,39.9,56.9,4903,6991,-2702,-26.373840897999024,32.7,59.1,3351,6053
Phillips,President,0,CO,095,-1472,-59.23541247484909,19.6,78.8,486,1958,-1355,-58.104631217838765,18.7,76.8,436,1791
Pitkin,President,0,CO,097,6209,51.927741072175294,75.2,23.2,8989,2780,4717,45.41253489939347,69.7,24.3,7239,2522
Prowers,President,0,CO,099,-2550,-45.855062039201584,26.2,72.1,1458,4008,-2335,-46.90638810767376,23.6,70.5,1173,3508
Pueblo,President,0,CO,101,1520,1.7214237986840168,49.6,47.9,43772,42252,199,0.3310487090763907,46.5,46.2,27945,27746
Rio Blanco,President,0,CO,103,-2500,-67.73232186399349,15.2,82.9,561,3061,-2349,-68.36437718277067,12.6,81,433,2782
Rio Grande,President,0,CO,105,-1165,-18.477398889770022,39.6,58,2495,3660,-1075,-19.588192419825074,36.2,55.8,1985,3060
Routt,President,0,CO,107,4657,27.595401753970137,62.7,35.1,10582,5925,2338,16.976474005228,54.4,37.4,7487,5149
Saguache,President,0,CO,109,471,13.897904986721747,55.6,41.7,1884,1413,236,8.718138160325083,49.7,41,1345,1109
San Juan,President,0,CO,111,140,24.866785079928952,60.7,35.9,342,202,50,9.881422924901186,52.4,42.5,265,215
San Miguel,President,0,CO,113,2788,54.167476199728,76.2,22.1,3924,1136,1930,44.76919508234748,68.7,23.9,2960,1030
Sedgwick,President,0,CO,115,-820,-56.708160442600274,20.8,77.5,301,1121,-748,-54.83870967741935,19.6,74.4,267,1015
Summit,President,0,CO,117,7309,39.55300611504951,68.4,28.8,12631,5322,4438,27.632152418902933,59.2,31.5,9502,5064
Teller,President,0,CO,119,-5963,-35.20278646909499,31.2,66.4,5278,11241,-6033,-42.47694149123425,25,67.5,3547,9580
Washington,President,0,CO,121,-2226,-74.00265957446808,12.3,86.3,369,2595,-1995,-73.67060561299853,10.7,84.3,289,2284
Weld,President,0,CO,123,-30085,-18.018422691773274,39.6,57.6,66060,96145,-30013,-22.432917258390013,34.3,56.7,45869,75882
Yuma,President,0,CO,125,-3322,-66.69343505320217,15.8,82.5,785,4107,-3054,-65.48027444253859,15,80.5,701,3755
Fairfield,President,0,CT,001,128466,27.160405082559883,62.9,35.7,297505,169039,83266,20.294970008213923,58.2,37.9,238723,155457
Hartford,President,0,CT,003,124344,27.672832802179215,63.1,35.4,283368,159024,85877,21.511250717024993,58.6,37.1,233789,147912
Litchfield,President,0,CT,005,-5437,-5.055605147660493,46.6,51.7,50164,55601,-13540,-13.896586407208982,40.9,54.8,39836,53376
Middlesex,President,0,CT,007,16183,16.313014727377197,57.3,41,56848,40665,6459,7.3063957829008395,51.2,43.9,45306,38847
New Haven,President,0,CT,009,72737,17.40202880520599,58,40.6,242629,169892,45228,12.03163531599403,54.2,42.1,203601,158373
New London,President,0,CT,011,22349,16.00885361450961,56.9,40.9,79459,57110,8377,6.727055176788969,50.6,43.8,62951,54574
Tolland,President,0,CT,013,9187,11.405904700419637,54.6,43.2,44006,34819,4461,5.7883195577988555,49.9,44.1,38450,33989
Windham,President,0,CT,015,-2440,-4.274926853198311,46.8,51.1,26701,29141,-3962,-7.814133285998856,42.9,50.8,21776,25738
Kent,President,0,DE,001,3543,4.071243895432347,51.2,47.1,44552,41009,-3642,-4.90485232919882,44.9,49.8,33347,36989
New Castle,President,0,DE,003,106670,37.085452642777426,67.8,30.7,195034,88364,77398,29.60132788716019,62.3,32.7,162905,85507
Sussex,President,0,DE,005,-14548,-11.246830354381842,43.8,55.1,56682,71230,-23278,-21.998979341107983,37.2,59.2,39329,62607
Alachua,President,0,FL,001,38732,27.160528456424785,62.9,35.7,89704,50972,28786,22.519499010381217,59,36.4,75370,46584
Baker,President,0,FL,003,-9874,-70.23259122270431,14.5,84.7,2037,11911,-8182,-64.76175399715055,16.7,81.5,2112,10294
Bay,President,0,FL,005,-40483,-43.51887684898521,27.5,71.1,25614,66097,-40321,-46.265676813805925,24.9,71.2,21689,62010
Bradford,President,0,FL,007,-7174,-52.626173708920184,23.2,75.8,3160,10334,-5989,-49.5040502562407,24.2,73.7,2924,8913
Brevard,President,0,FL,009,-59334,-16.446762980785223,41.2,57.6,148549,207883,-62095,-19.754276461250186,38,57.8,119525,181620
Broward,President,0,FL,011,285343,29.795483213459306,64.6,34.8,618752,333409,288435,35.05372266925284,66.5,31.4,546956,258521
Calhoun,President,0,FL,013,-4065,-62.28930432117683,18.5,80.8,1209,5274,-3411,-56.22218559419812,20.4,76.6,1236,4647
Charlotte,President,0,FL,015,-30970,-26.620250988482034,36.3,63,42273,73243,-26775,-27.797099342836084,34.7,62.5,33421,60196
Citrus,President,0,FL,017,-38260,-41.047978714273455,29.1,70.1,27092,65352,-31612,-39.71855760773967,28.6,68.3,22765,54377
Clay,President,0,FL,019,-46163,-37.1070294602307,30.8,67.9,38317,84480,-47130,-44.31052151594069,26.1,70.4,27768,74898
Collier,President,0,FL,021,-51329,-24.69901548470296,37.4,62,77621,128950,-44356,-26.01448637869857,35.7,61.8,60941,105297
Columbia,President,0,FL,023,-14922,-45.16070455783548,27,72.1,8914,23836,-12760,-44.46612768330081,26.5,70.9,7599,20359
DeSoto,President,0,FL,027,-4054,-32.02464649656371,33.6,65.7,4259,8313,-2983,-27.720472075085958,35,62.7,3761,6744
Dixie,President,0,FL,029,-5394,-66.04628382515,16.7,82.8,1365,6759,-4552,-63.20466537073035,17.6,80.8,1270,5822
Duval,President,0,FL,031,18794,3.8135627612515726,51.2,47.4,252556,233762,-6434,-1.5006974021187962,47.5,49,203627,210061
Escambia,President,0,FL,033,-25745,-15.111051111685018,41.6,56.7,70929,96674,-31256,-20.61619033170854,37.7,58.3,57114,88370
Flagler,President,0,FL,035,-14882,-20.751296781750238,39.3,60,28161,43043,-11819,-20.585930015850067,38.3,58.9,21985,33804
Franklin,President,0,FL,037,-2555,-37.30471601693678,31,68.3,2120,4675,-2381,-39.66350158254206,29,68.6,1738,4119
Gadsden,President,0,FL,039,8688,36.56257890749937,68,31.4,16153,7465,8273,37.46999411205218,67.9,30.4,14994,6721
Gilchrist,President,0,FL,041,-6195,-63.96489416623645,17.6,81.5,1700,7895,-5283,-62.758374910905204,17.3,80.1,1457,6740
Glades,President,0,FL,043,-2397,-46.158290005777005,26.7,72.8,1385,3782,-1725,-39.60964408725603,29.2,68.8,1271,2996
Gulf,President,0,FL,045,-4128,-50.569643513414185,24.3,74.9,1985,6113,-3605,-49.52603379585108,23.6,73.1,1715,5320
Hamilton,President,0,FL,047,-1852,-31.76672384219554,33.7,65.4,1963,3815,-1540,-28.251696936341954,34.8,63.1,1899,3439
Hardee,President,0,FL,049,-3824,-45.06776664702416,27.1,72.2,2298,6122,-3091,-40.79450970040913,28.3,69.1,2147,5238
Hendry,President,0,FL,051,-2977,-23.006182380216384,38.1,61.1,4929,7906,-1582,-14.244552494147309,41.5,55.8,4610,6192
Hernando,President,0,FL,053,-32893,-30.198674280677917,34.4,64.6,37519,70412,-27211,-28.985491808517438,33.9,62.9,31818,59029
Highlands,President,0,FL,055,-17935,-34.377995016292886,32.5,66.8,16938,34873,-14608,-32.042817346289674,32.7,64.7,14901,29509
Hillsborough,President,0,FL,057,48969,6.877060035418214,52.9,46,376367,327398,40494,6.804890836739084,51.5,44.7,306422,265928
Holmes,President,0,FL,059,-7156,-78.91486546096162,10.2,89.1,924,8080,-6624,-77.874441570656,10,87.9,852,7476
Indian River,President,0,FL,061,-21028,-21.57071929752575,38.8,60.4,37844,58872,-19567,-24.490281237092756,36.3,60.8,28997,48564
Jackson,President,0,FL,063,-8722,-38.904500646772824,30.2,69.1,6766,15488,-7848,-37.37676810972996,30.4,67.8,6383,14231
Jefferson,President,0,FL,065,-582,-6.88675896343628,46.1,53,3897,4479,-393,-5.143305850019631,46.3,51.4,3537,3930
Lafayette,President,0,FL,067,-2618,-71.56916347731,13.9,85.5,510,3128,-2280,-67.55555555555556,15.3,82.8,515,2795
Lake,President,0,FL,069,-42354,-20.043158522388484,39.5,59.6,83505,125859,-39291,-23.1262286783835,36.8,60,62597,101888
Lee,President,0,FL,071,-75552,-19.18055135961249,40,59.2,157695,233247,-66416,-20.385700298038348,38.3,58.7,124725,191141
Leon,President,0,FL,073,46064,28.272437687581707,63.5,35.3,103517,57453,38159,25.11699851900609,60.5,35.4,91936,53777
Levy,President,0,FL,075,-10544,-45.556275653488875,26.8,72.4,6205,16749,-8667,-44.751381215469614,26.3,71,5091,13758
Liberty,President,0,FL,077,-2152,-60.432462791350744,19.5,79.9,694,2846,-1891,-57.38998482549317,19.8,77.1,651,2542
Madison,President,0,FL,079,-1829,-19.498933901918978,39.9,59.4,3747,5576,-1323,-15.55921439491944,41.5,57,3526,4849
Manatee,President,0,FL,081,-34821,-16.049650162704303,41.6,57.6,90166,124987,-30615,-17.14924294620801,39.8,57,71066,101681
Marion,President,0,FL,083,-52968,-25.916937409480564,36.6,62.5,74858,127826,-45752,-26.22116514313551,35.5,61.7,61958,107710
Martin,President,0,FL,085,-24275,-24.58825436055345,37.4,62,36893,61168,-23024,-26.85296415950362,35.2,62,30158,53182
Miami-Dade,President,0,FL,086,85031,7.350434295514585,53.4,46.1,617864,532833,289340,29.564613199546322,63.7,34.1,623006,333666
Monroe,President,0,FL,087,-3812,-7.93687147348477,45.6,53.5,21881,25693,-2936,-6.918980063156902,44.7,51.6,18949,21885
Nassau,President,0,FL,089,-27002,-45.91317950723504,26.5,72.4,15564,42566,-23372,-50.22240367879322,23.3,73.5,10849,34221
Okaloosa,President,0,FL,091,-45550,-39.14138159195002,29.4,68.6,34248,79798,-48077,-47.76319580357054,23.6,71.3,23711,71788
Okeechobee,President,0,FL,093,-7080,-44.37758555848063,27.5,71.9,4390,11470,-5389,-39.53198356807512,29,68.5,3953,9342
Orange,President,0,FL,095,149616,23.110180212325243,61,37.9,395014,245398,134488,24.640527665811653,60.4,35.7,329579,195091
Osceola,President,0,FL,097,23817,13.81208100396669,56.4,42.6,97297,73480,35035,25.028396710982204,60.9,35.9,85287,50252
Palm Beach,President,0,FL,099,98861,12.78664904198107,56.1,43.3,433572,334711,100649,15.314004884097773,56.5,41.2,371411,270762
Pasco,President,0,FL,101,-60548,-20.050998443553997,39.4,59.5,119073,179621,-51945,-21.57058974976538,37.4,58.9,89998,141943
Pinellas,President,0,FL,103,1241,0.2217199824910892,49.6,49.3,277450,276209,-5419,-1.1024983723958333,47.5,48.6,233327,238746
Polk,President,0,FL,105,-49537,-14.431503018155546,42.3,56.7,145049,194586,-40034,-14.105021350959031,41.3,55.4,117182,157216
Putnam,President,0,FL,107,-14987,-41.20364006268386,28.9,70.1,10527,25514,-11953,-36.60725223569766,30.4,67,9920,21873
St. Johns,President,0,FL,109,-47096,-26.664854887839567,36.2,62.8,63850,110946,-45596,-33.43011320312042,31.6,65,43037,88633
St. Lucie,President,0,FL,111,-2694,-1.5647416201522921,48.9,50.4,84137,86831,-3436,-2.441537401141184,47.5,49.9,66812,70248
Santa Rosa,President,0,FL,113,-49773,-46.548144545862634,25.8,72.4,27612,77385,-46728,-53.4449629426297,21,74.5,18398,65126
Sarasota,President,0,FL,115,-28260,-10.444423912039175,44.4,54.8,120110,148370,-26422,-11.562783085130127,42.7,54.3,97676,124098
Seminole,President,0,FL,117,7287,2.7939343979449034,50.8,48,132528,125241,-3654,-1.6285091609211282,47.1,48.7,105611,109265
Sumter,President,0,FL,119,-33420,-36.135589555062985,31.7,67.9,29341,62761,-30091,-39.258176884238544,29.5,68.8,22631,52722
Suwannee,President,0,FL,121,-11925,-56.6319988602365,21.3,77.9,4485,16410,-10326,-55.29317269076305,21.2,76.5,3955,14281
Taylor,President,0,FL,123,-5452,-53.8362792534808,22.7,76.5,2299,7751,-4774,-51.44950964543593,23.2,74.6,2149,6923
Union,President,0,FL,125,-4080,-65.33226581265012,16.9,82.2,1053,5133,-3553,-62.4099771649394,17.8,80.2,1014,4567
Volusia,President,0,FL,127,-43246,-14.066530271045638,42.5,56.5,130575,173821,-33970,-13.050126006515459,41.8,54.8,108793,142763
Wakulla,President,0,FL,129,-7523,-40.876983264507714,29.1,70,5351,12874,-6159,-40.13946819603754,28.3,68.5,4348,10507
Walton,President,0,FL,131,-22609,-51.72382237880625,23.7,75.4,10338,32947,-18834,-56.122053696474865,20.4,76.6,6861,25695
Washington,President,0,FL,133,-7529,-61.07730996998459,19,80.1,2347,9876,-6369,-57.15183058147882,20.3,77.4,2261,8630
Appling,President,0,GA,001,-4786,-57.04410011918951,21.3,78.3,1784,6570,-4058,-57.9465943167214,20.5,78.4,1434,5492
Atkinson,President,0,GA,003,-1475,-46.75118858954041,26.1,72.9,825,2300,-1177,-45.19969278033794,26.7,71.9,696,1873
Bacon,President,0,GA,005,-3392,-72.68052281979858,13.4,86.1,625,4017,-2749,-68.55361596009975,15.1,83.7,607,3356
Baker,President,0,GA,007,-245,-15.755627009646302,41.9,57.7,652,897,-125,-8.680555555555555,45.1,53.8,650,775
Baldwin,President,0,GA,009,237,1.2985589830694209,50.1,48.8,9140,8903,274,1.7045101088646968,49.5,47.8,7965,7691
Banks,President,0,GA,011,-6863,-77.97977502556527,10.6,88.6,932,7795,-5446,-78.40483731644112,9.8,88.3,684,6130
Barrow,President,0,GA,013,-16351,-43.11858864481422,27.6,70.7,10453,26804,-14525,-50.3850423199667,22.8,73.2,6580,21105
Bartow,President,0,GA,015,-25581,-50.691582117945465,24,74.7,12091,37672,-21675,-55.204645595089524,20.9,76.1,8204,29879
Ben Hill,President,0,GA,017,-1718,-26.173065204143814,36.5,62.6,2393,4111,-1636,-27.62113793685632,35.4,63,2098,3734
Berrien,President,0,GA,019,-5150,-66.5116879762366,16.4,82.9,1269,6419,-4367,-66.53969221392656,15.9,82.4,1041,5408
Bibb,President,0,GA,021,16849,23.82696495743417,61.4,37.6,43408,26559,11794,20.220481080803058,58.9,38.7,34383,22589
Bleckley,President,0,GA,023,-3017,-52.85564120532586,23,75.8,1312,4329,-2623,-53.1617349006891,22.2,75.3,1094,3717
Brantley,President,0,GA,025,-6293,-81.21047877145438,9,90.2,700,6993,-4942,-78.63166268894193,9.8,88.5,619,5561
Brooks,President,0,GA,027,-1470,-20.701309674693704,39.3,60,2791,4261,-1175,-18.746011486917677,39.9,58.7,2504,3679
Bryan,President,0,GA,029,-7502,-35.16287790016405,31.6,66.7,6738,14240,-6503,-43.17201088760539,26.6,69.8,4010,10513
Bulloch,President,0,GA,031,-7139,-23.725490196078432,37.4,61.1,11248,18387,-5664,-23.45244503333195,36.5,59.9,8812,14476
Burke,President,0,GA,033,-192,-1.7972479640550407,48.8,50.5,5208,5400,239,2.556149732620321,50.6,48,4730,4491
Butts,President,0,GA,035,-5132,-43.59867470903067,27.8,71.4,3274,8406,-4151,-43.800780837817875,27.1,70.9,2566,6717
Calhoun,President,0,GA,037,340,15.468607825295724,57.5,42,1263,923,349,17.251606524962927,58.2,41,1178,829
Camden,President,0,GA,039,-7282,-30.7438993498269,33.6,64.4,7967,15249,-6373,-33.853917662682605,31.4,65.3,5914,12287
Candler,President,0,GA,043,-1864,-42.06725344166102,28.6,70.7,1269,3133,-1638,-43.59861591695502,27.2,70.8,1023,2661
Carroll,President,0,GA,045,-21240,-38.99250991334998,29.8,68.8,16236,37476,-17561,-40.144934162399416,28.4,68.5,12422,29983
